ppap_id,supplier_id,component,submission_level,submission_date,approval_date,cycle_days,status,trigger
PPAP-2025-0257,SUP007,Engine fan,Level 3,2025-01-10,2025-01-21,11,Approved,Tooling transfer
PPAP-2025-0258,SUP003,Engine fan,Level 3,2025-01-13,2025-01-26,13,Rejected,Engineering change
PPAP-2025-0259,SUP002,Wiper arm,Level 3,2025-01-16,2025-02-23,38,Approved,New launch
PPAP-2025-0260,SUP007,Engine fan,Level 5,2025-01-16,2025-02-10,25,Interim Approved,Re-qualification
PPAP-2025-0261,SUP010,Fuel pump module,Level 1,2025-01-17,2025-02-18,32,Approved,Tooling transfer
PPAP-2025-0262,SUP008,Engine fan,Level 3,2025-01-17,2025-04-06,79,Rejected,New launch
PPAP-2025-0263,SUP002,Window lift actuator,Level 3,2025-01-17,2025-02-14,28,Interim Approved,Tooling transfer
PPAP-2025-0264,SUP010,Control lever,Level 1,2025-01-17,2025-01-25,8,Approved,Re-qualification
PPAP-2025-0265,SUP009,Cooling pump,Level 1,2025-01-18,2025-02-15,28,Interim Approved,Re-qualification
PPAP-2025-0266,SUP003,Connector bracket,Level 5,2025-01-18,2025-01-23,5,Approved,Engineering change
PPAP-2025-0267,SUP015,Wiper arm,Level 3,2025-01-18,2025-02-24,37,Interim Approved,New launch
PPAP-2025-0268,SUP015,Fuel pump module,Level 3,2025-01-20,2025-02-21,32,Approved,Engineering change
PPAP-2025-0269,SUP013,Wiper arm,Level 3,2025-01-20,2025-01-29,9,Approved,Engineering change
PPAP-2025-0270,SUP004,Fan shroud,Level 5,2025-01-22,2025-02-09,18,Interim Approved,Engineering change
PPAP-2025-0271,SUP013,Connector bracket,Level 3,2025-01-22,2025-02-11,20,Approved,Engineering change
PPAP-2025-0272,SUP002,Connector bracket,Level 5,2025-01-24,2025-02-14,21,Approved,New launch
PPAP-2025-0273,SUP008,Wiper arm,Level 5,2025-01-28,2025-03-08,39,Rejected,New launch
PPAP-2025-0274,SUP004,Wiper arm,Level 3,2025-01-29,2025-02-15,17,Interim Approved,Re-qualification
PPAP-2025-0275,SUP015,Electric seat actuator,Level 3,2025-01-29,2025-02-14,16,Interim Approved,Engineering change
PPAP-2025-0276,SUP008,Electric seat actuator,Level 1,2025-01-31,2025-03-21,49,Rejected,Engineering change
PPAP-2025-0277,SUP007,Connector bracket,Level 3,2025-02-04,2025-02-21,17,Interim Approved,Re-qualification
PPAP-2025-0278,SUP004,Wiper arm,Level 3,2025-02-05,2025-03-15,38,Approved,Re-qualification
PPAP-2025-0279,SUP012,Fuel pump module,Level 5,2025-02-05,2025-02-16,11,Approved,Engineering change
PPAP-2025-0280,SUP002,ECU housing,Level 3,2025-02-07,2025-02-14,7,Approved,Engineering change
PPAP-2025-0281,SUP001,ECU housing,Level 3,2025-02-08,2025-03-03,23,Interim Approved,New launch
PPAP-2025-0282,SUP015,Fan shroud,Level 5,2025-02-09,2025-03-11,30,Rejected,Tooling transfer
PPAP-2025-0283,SUP013,Cooling pump,Level 1,2025-02-10,2025-02-24,14,Approved,New launch
PPAP-2025-0284,SUP006,Electric seat actuator,Level 1,2025-02-11,2025-04-07,55,Approved,Re-qualification
PPAP-2025-0285,SUP012,Fan shroud,Level 5,2025-02-12,2025-03-09,25,Approved,Engineering change
PPAP-2025-0286,SUP007,Fan shroud,Level 3,2025-02-12,2025-02-23,11,Approved,Engineering change
PPAP-2025-0287,SUP002,Window lift actuator,Level 1,2025-02-12,2025-03-04,20,Approved,New launch
PPAP-2025-0288,SUP012,Control lever,Level 5,2025-02-12,2025-02-26,14,Approved,New launch
PPAP-2025-0289,SUP014,Wiper arm,Level 3,2025-02-15,2025-02-27,12,Approved,Tooling transfer
PPAP-2025-0290,SUP002,Fuel pump module,Level 3,2025-02-16,2025-03-10,22,Approved,Engineering change
PPAP-2025-0291,SUP007,ECU housing,Level 3,2025-02-18,2025-03-04,14,Approved,Engineering change
PPAP-2025-0292,SUP009,ECU housing,Level 3,2025-02-18,2025-03-15,25,Approved,New launch
PPAP-2025-0293,SUP015,Fuel pump module,Level 3,2025-02-19,2025-03-13,22,Interim Approved,Re-qualification
PPAP-2025-0294,SUP007,Fan shroud,Level 3,2025-02-19,2025-03-12,21,Approved,Engineering change
PPAP-2025-0295,SUP011,Connector bracket,Level 3,2025-02-21,2025-03-02,9,Approved,Engineering change
PPAP-2025-0296,SUP002,Electric seat actuator,Level 5,2025-02-23,2025-03-23,28,Approved,Engineering change
PPAP-2025-0297,SUP009,Engine fan,Level 1,2025-02-23,2025-04-15,51,Approved,New launch
PPAP-2025-0298,SUP003,Electric seat actuator,Level 3,2025-02-25,2025-03-09,12,Approved,Engineering change
PPAP-2025-0299,SUP011,Electric seat actuator,Level 5,2025-02-28,2025-03-14,14,Approved,New launch
PPAP-2025-0300,SUP007,ECU housing,Level 3,2025-03-01,2025-03-25,24,Approved,Re-qualification
PPAP-2025-0301,SUP003,Fuel pump module,Level 3,2025-03-05,2025-03-19,14,Approved,Re-qualification
PPAP-2025-0302,SUP006,Connector bracket,Level 3,2025-03-06,2025-03-18,12,Approved,New launch
PPAP-2025-0303,SUP010,Fan shroud,Level 3,2025-03-07,2025-04-18,42,Rejected,Engineering change
PPAP-2025-0304,SUP011,Control lever,Level 3,2025-03-08,2025-03-28,20,Approved,Re-qualification
PPAP-2025-0305,SUP004,Cooling pump,Level 5,2025-03-10,2025-04-25,46,Rejected,Tooling transfer
PPAP-2025-0306,SUP009,Wiper arm,Level 3,2025-03-10,2025-04-17,38,Approved,Engineering change
PPAP-2025-0307,SUP003,Fan shroud,Level 3,2025-03-11,2025-03-24,13,Approved,New launch
PPAP-2025-0308,SUP007,Cooling pump,Level 5,2025-03-12,2025-04-02,21,Approved,Engineering change
PPAP-2025-0309,SUP001,Fuel pump module,Level 1,2025-03-13,2025-03-30,17,Approved,New launch
PPAP-2025-0310,SUP002,Window lift actuator,Level 1,2025-03-14,2025-04-12,29,Approved,New launch
PPAP-2025-0311,SUP014,Fan shroud,Level 1,2025-03-16,2025-03-30,14,Interim Approved,Engineering change
PPAP-2025-0312,SUP004,Engine fan,Level 3,2025-03-16,2025-04-08,23,Approved,Re-qualification
PPAP-2025-0313,SUP002,Electric seat actuator,Level 3,2025-03-17,2025-04-11,25,Rejected,New launch
PPAP-2025-0314,SUP014,Fuel pump module,Level 3,2025-03-17,2025-03-29,12,Interim Approved,Tooling transfer
PPAP-2025-0315,SUP014,Engine fan,Level 3,2025-03-19,2025-04-06,18,Approved,New launch
PPAP-2025-0316,SUP012,Electric seat actuator,Level 1,2025-03-20,2025-04-25,36,Approved,Engineering change
PPAP-2025-0317,SUP009,ECU housing,Level 3,2025-03-21,2025-04-15,25,Interim Approved,Engineering change
PPAP-2025-0318,SUP001,Window lift actuator,Level 3,2025-03-21,2025-04-03,13,Approved,New launch
PPAP-2025-0319,SUP013,Fuel pump module,Level 1,2025-03-21,2025-03-26,5,Approved,Re-qualification
PPAP-2025-0320,SUP009,Connector bracket,Level 1,2025-03-22,2025-05-12,51,Rejected,Tooling transfer
PPAP-2025-0321,SUP008,Connector bracket,Level 5,2025-03-24,2025-05-03,40,Interim Approved,Tooling transfer
PPAP-2025-0322,SUP004,Connector bracket,Level 3,2025-03-29,2025-05-09,41,Approved,Engineering change
PPAP-2025-0323,SUP015,ECU housing,Level 1,2025-03-30,2025-04-24,25,Interim Approved,Engineering change
PPAP-2025-0324,SUP011,Electric seat actuator,Level 3,2025-03-31,2025-04-21,21,Interim Approved,Engineering change
PPAP-2025-0325,SUP009,Cooling pump,Level 3,2025-04-02,2025-05-02,30,Interim Approved,New launch
PPAP-2025-0326,SUP006,Fuel pump module,Level 3,2025-04-04,2025-05-03,29,Rejected,New launch
PPAP-2025-0327,SUP015,Control lever,Level 3,2025-04-04,2025-05-05,31,Rejected,Engineering change
PPAP-2025-0328,SUP008,Connector bracket,Level 5,2025-04-06,2025-05-17,41,Interim Approved,New launch
PPAP-2025-0329,SUP007,Electric seat actuator,Level 1,2025-04-06,2025-04-22,16,Approved,Engineering change
PPAP-2025-0330,SUP012,Wiper arm,Level 3,2025-04-13,2025-05-09,26,Approved,Engineering change
PPAP-2025-0331,SUP005,Control lever,Level 3,2025-04-13,2025-05-21,38,Rejected,New launch
PPAP-2025-0332,SUP006,Control lever,Level 1,2025-04-14,2025-05-10,26,Approved,Engineering change
PPAP-2025-0333,SUP002,Electric seat actuator,Level 3,2025-04-15,2025-05-14,29,Approved,Engineering change
PPAP-2025-0334,SUP009,Fan shroud,Level 3,2025-04-17,2025-05-21,34,Approved,Engineering change
PPAP-2025-0335,SUP005,ECU housing,Level 3,2025-04-17,2025-04-28,11,Approved,Engineering change
PPAP-2025-0336,SUP005,Cooling pump,Level 3,2025-04-18,2025-05-12,24,Approved,Engineering change
PPAP-2025-0337,SUP003,Electric seat actuator,Level 3,2025-04-21,2025-05-04,13,Approved,New launch
PPAP-2025-0338,SUP002,Wiper arm,Level 3,2025-04-23,2025-05-25,32,Approved,Re-qualification
PPAP-2025-0339,SUP014,Fuel pump module,Level 5,2025-04-23,2025-05-09,16,Approved,Tooling transfer
PPAP-2025-0340,SUP012,Electric seat actuator,Level 1,2025-04-25,2025-05-14,19,Approved,New launch
PPAP-2025-0341,SUP002,Connector bracket,Level 3,2025-04-27,2025-05-23,26,Approved,New launch
PPAP-2025-0342,SUP001,Engine fan,Level 1,2025-04-27,2025-05-24,27,Approved,New launch
PPAP-2025-0343,SUP011,Connector bracket,Level 1,2025-05-02,2025-05-19,17,Approved,Engineering change
PPAP-2025-0344,SUP001,Connector bracket,Level 3,2025-05-03,2025-05-20,17,Rejected,Engineering change
PPAP-2025-0345,SUP011,Control lever,Level 5,2025-05-03,2025-05-11,8,Approved,Engineering change
PPAP-2025-0346,SUP005,Fan shroud,Level 3,2025-05-04,2025-06-15,42,Approved,New launch
PPAP-2025-0347,SUP007,Cooling pump,Level 1,2025-05-04,2025-05-30,26,Approved,Engineering change
PPAP-2025-0348,SUP006,Fuel pump module,Level 3,2025-05-05,2025-06-17,43,Approved,Engineering change
PPAP-2025-0349,SUP010,Cooling pump,Level 3,2025-05-06,2025-05-29,23,Interim Approved,Tooling transfer
PPAP-2025-0350,SUP007,Cooling pump,Level 1,2025-05-08,2025-06-03,26,Approved,New launch
PPAP-2025-0351,SUP011,Wiper arm,Level 5,2025-05-12,2025-05-28,16,Interim Approved,Engineering change
PPAP-2025-0352,SUP003,Wiper arm,Level 3,2025-05-13,2025-05-20,7,Rejected,New launch
PPAP-2025-0353,SUP002,Fan shroud,Level 3,2025-05-13,2025-06-06,24,Approved,New launch
PPAP-2025-0354,SUP002,Connector bracket,Level 1,2025-05-15,2025-06-09,25,Approved,New launch
PPAP-2025-0355,SUP006,Fuel pump module,Level 3,2025-05-16,2025-06-19,34,Approved,Engineering change
PPAP-2025-0356,SUP015,Cooling pump,Level 1,2025-05-18,2025-06-09,22,Approved,New launch
PPAP-2025-0357,SUP005,Wiper arm,Level 3,2025-05-19,2025-06-27,39,Rejected,Engineering change
PPAP-2025-0358,SUP014,Cooling pump,Level 3,2025-05-21,2025-06-07,17,Interim Approved,Re-qualification
PPAP-2025-0359,SUP003,Engine fan,Level 3,2025-05-24,2025-06-05,12,Interim Approved,Tooling transfer
PPAP-2025-0360,SUP008,Electric seat actuator,Level 1,2025-05-25,2025-07-23,59,Interim Approved,Engineering change
PPAP-2025-0361,SUP003,Electric seat actuator,Level 3,2025-05-25,2025-06-05,11,Interim Approved,Re-qualification
PPAP-2025-0362,SUP006,Electric seat actuator,Level 1,2025-05-27,2025-07-01,35,Approved,Engineering change
PPAP-2025-0363,SUP007,Fuel pump module,Level 5,2025-05-27,2025-06-20,24,Approved,New launch
PPAP-2025-0364,SUP013,Control lever,Level 3,2025-05-27,2025-06-10,14,Approved,Engineering change
PPAP-2025-0365,SUP008,Fuel pump module,Level 3,2025-05-30,2025-07-08,39,Approved,Engineering change
PPAP-2025-0366,SUP009,Engine fan,Level 5,2025-06-02,2025-07-22,50,Approved,Re-qualification
PPAP-2025-0367,SUP008,Connector bracket,Level 3,2025-06-05,2025-07-04,29,Approved,New launch
PPAP-2025-0368,SUP004,Control lever,Level 5,2025-06-05,2025-07-24,49,Approved,New launch
PPAP-2025-0369,SUP006,Fan shroud,Level 3,2025-06-08,2025-07-03,25,Approved,Re-qualification
PPAP-2025-0370,SUP001,Electric seat actuator,Level 3,2025-06-09,2025-06-26,17,Approved,New launch
PPAP-2025-0371,SUP006,Connector bracket,Level 3,2025-06-10,2025-07-15,35,Approved,Engineering change
PPAP-2025-0372,SUP006,Wiper arm,Level 1,2025-06-10,2025-07-05,25,Approved,Tooling transfer
PPAP-2025-0373,SUP012,Engine fan,Level 5,2025-06-11,2025-07-15,34,Approved,New launch
PPAP-2025-0374,SUP014,Window lift actuator,Level 3,2025-06-12,2025-06-18,6,Rejected,Engineering change
PPAP-2025-0375,SUP011,Engine fan,Level 5,2025-06-15,2025-06-29,14,Approved,New launch
PPAP-2025-0376,SUP008,Wiper arm,Level 3,2025-06-15,2025-07-31,46,Approved,New launch
PPAP-2025-0377,SUP009,ECU housing,Level 3,2025-06-16,2025-07-01,15,Rejected,Re-qualification
PPAP-2025-0378,SUP008,Window lift actuator,Level 3,2025-06-18,2025-07-21,33,Approved,New launch
PPAP-2025-0379,SUP013,Electric seat actuator,Level 3,2025-06-19,2025-06-26,7,Approved,New launch
PPAP-2025-0380,SUP011,Fuel pump module,Level 3,2025-06-24,2025-07-10,16,Approved,Engineering change
PPAP-2025-0381,SUP015,Wiper arm,Level 5,2025-06-25,2025-07-26,31,Interim Approved,Engineering change
PPAP-2025-0382,SUP002,Connector bracket,Level 3,2025-06-26,2025-07-26,30,Approved,Engineering change
PPAP-2025-0383,SUP009,Connector bracket,Level 3,2025-06-27,2025-08-18,52,Approved,New launch
PPAP-2025-0384,SUP011,Wiper arm,Level 5,2025-07-02,2025-07-17,15,Interim Approved,Engineering change
PPAP-2025-0385,SUP014,ECU housing,Level 5,2025-07-02,2025-07-17,15,Interim Approved,New launch
PPAP-2025-0386,SUP002,Fan shroud,Level 3,2025-07-07,2025-08-08,32,Rejected,Engineering change
PPAP-2025-0387,SUP001,Window lift actuator,Level 3,2025-07-07,2025-07-17,10,Approved,New launch
PPAP-2025-0388,SUP008,Control lever,Level 3,2025-07-08,2025-08-15,38,Approved,Tooling transfer
PPAP-2025-0389,SUP003,Wiper arm,Level 3,2025-07-09,2025-07-15,6,Approved,New launch
PPAP-2025-0390,SUP002,Wiper arm,Level 3,2025-07-09,2025-07-29,20,Approved,Tooling transfer
PPAP-2025-0391,SUP005,Wiper arm,Level 3,2025-07-12,2025-08-16,35,Approved,New launch
PPAP-2025-0392,SUP012,Fan shroud,Level 5,2025-07-13,2025-08-08,26,Approved,Tooling transfer
PPAP-2025-0393,SUP013,Electric seat actuator,Level 3,2025-07-13,2025-07-24,11,Approved,New launch
PPAP-2025-0394,SUP005,Window lift actuator,Level 5,2025-07-13,2025-08-09,27,Approved,New launch
PPAP-2025-0395,SUP015,Electric seat actuator,Level 3,2025-07-13,2025-08-19,37,Approved,Tooling transfer
PPAP-2025-0396,SUP005,Fuel pump module,Level 3,2025-07-15,2025-08-31,47,Interim Approved,Engineering change
PPAP-2025-0397,SUP003,Cooling pump,Level 3,2025-07-15,2025-07-31,16,Approved,Engineering change
PPAP-2025-0398,SUP004,Control lever,Level 1,2025-07-18,2025-09-17,61,Interim Approved,New launch
PPAP-2025-0399,SUP011,Electric seat actuator,Level 3,2025-07-20,2025-08-11,22,Approved,New launch
PPAP-2025-0400,SUP015,Control lever,Level 1,2025-07-20,2025-08-12,23,Approved,New launch
PPAP-2025-0401,SUP009,Control lever,Level 3,2025-07-27,2025-08-01,5,Approved,Re-qualification
PPAP-2025-0402,SUP014,Engine fan,Level 1,2025-07-29,2025-08-12,14,Rejected,Re-qualification
PPAP-2025-0403,SUP015,Electric seat actuator,Level 3,2025-07-29,2025-09-11,44,Rejected,Engineering change
PPAP-2025-0404,SUP012,Fuel pump module,Level 3,2025-07-31,2025-08-27,27,Approved,Engineering change
PPAP-2025-0405,SUP007,Cooling pump,Level 3,2025-08-04,2025-09-01,28,Approved,New launch
PPAP-2025-0406,SUP013,Control lever,Level 3,2025-08-05,2025-08-21,16,Approved,Re-qualification
PPAP-2025-0407,SUP002,Fuel pump module,Level 1,2025-08-06,2025-09-04,29,Approved,Re-qualification
PPAP-2025-0408,SUP003,Connector bracket,Level 1,2025-08-06,2025-08-21,15,Interim Approved,Engineering change
PPAP-2025-0409,SUP006,Wiper arm,Level 3,2025-08-07,2025-08-18,11,Approved,Tooling transfer
PPAP-2025-0410,SUP015,Fuel pump module,Level 3,2025-08-08,2025-08-31,23,Approved,Engineering change
PPAP-2025-0411,SUP004,Wiper arm,Level 3,2025-08-08,2025-09-11,34,Rejected,New launch
PPAP-2025-0412,SUP008,Fan shroud,Level 5,2025-08-08,2025-09-20,43,Approved,Engineering change
PPAP-2025-0413,SUP014,Connector bracket,Level 3,2025-08-09,2025-08-22,13,Approved,New launch
PPAP-2025-0414,SUP006,Fuel pump module,Level 5,2025-08-10,2025-09-07,28,Approved,New launch
PPAP-2025-0415,SUP002,Window lift actuator,Level 5,2025-08-12,2025-09-06,25,Approved,Engineering change
PPAP-2025-0416,SUP002,Electric seat actuator,Level 3,2025-08-13,2025-09-02,20,Interim Approved,Re-qualification
PPAP-2025-0417,SUP014,Wiper arm,Level 3,2025-08-14,2025-08-21,7,Approved,Tooling transfer
PPAP-2025-0418,SUP001,Fan shroud,Level 3,2025-08-14,2025-09-03,20,Approved,Tooling transfer
PPAP-2025-0419,SUP008,Window lift actuator,Level 3,2025-08-15,2025-09-02,18,Approved,Engineering change
PPAP-2025-0420,SUP001,Electric seat actuator,Level 3,2025-08-20,2025-09-04,15,Approved,Engineering change
PPAP-2025-0421,SUP010,Wiper arm,Level 3,2025-08-20,2025-09-25,36,Interim Approved,Engineering change
PPAP-2025-0422,SUP001,ECU housing,Level 3,2025-08-23,2025-08-30,7,Approved,Re-qualification
PPAP-2025-0423,SUP009,ECU housing,Level 3,2025-08-24,2025-09-19,26,Interim Approved,Engineering change
PPAP-2025-0424,SUP014,Control lever,Level 3,2025-08-26,2025-09-16,21,Approved,Engineering change
PPAP-2025-0425,SUP013,Control lever,Level 3,2025-08-27,2025-09-01,5,Approved,New launch
PPAP-2025-0426,SUP012,Window lift actuator,Level 5,2025-08-28,2025-09-29,32,Approved,Engineering change
PPAP-2025-0427,SUP015,Fuel pump module,Level 3,2025-08-28,2025-09-12,15,Approved,Engineering change
PPAP-2025-0428,SUP013,Wiper arm,Level 3,2025-08-31,2025-09-07,7,Approved,Tooling transfer
PPAP-2025-0429,SUP003,Engine fan,Level 5,2025-09-04,2025-09-19,15,Rejected,Engineering change
PPAP-2025-0430,SUP015,Fan shroud,Level 3,2025-09-04,2025-10-11,37,Rejected,New launch
PPAP-2025-0431,SUP010,ECU housing,Level 3,2025-09-06,2025-10-17,41,Rejected,New launch
PPAP-2025-0432,SUP009,Connector bracket,Level 3,2025-09-06,2025-10-03,27,Approved,Engineering change
PPAP-2025-0433,SUP011,Engine fan,Level 3,2025-09-09,2025-09-15,6,Approved,Re-qualification
PPAP-2025-0434,SUP006,Window lift actuator,Level 3,2025-09-09,2025-09-29,20,Approved,New launch
PPAP-2025-0435,SUP006,Fan shroud,Level 5,2025-09-12,2025-10-21,39,Interim Approved,New launch
PPAP-2025-0436,SUP015,Connector bracket,Level 3,2025-09-13,2025-10-19,36,Rejected,Engineering change
PPAP-2025-0437,SUP010,ECU housing,Level 5,2025-09-17,2025-10-28,41,Approved,Engineering change
PPAP-2025-0438,SUP003,Wiper arm,Level 3,2025-09-22,2025-10-03,11,Approved,Engineering change
PPAP-2025-0439,SUP001,Engine fan,Level 3,2025-09-24,2025-10-18,24,Approved,Engineering change
PPAP-2025-0440,SUP001,Connector bracket,Level 3,2025-09-24,2025-10-07,13,Approved,Engineering change
PPAP-2025-0441,SUP004,Engine fan,Level 3,2025-09-26,2025-10-29,33,Rejected,Engineering change
PPAP-2025-0442,SUP015,Electric seat actuator,Level 1,2025-09-26,2025-10-28,32,Approved,Engineering change
PPAP-2025-0443,SUP010,ECU housing,Level 3,2025-09-28,2025-11-16,49,Approved,Engineering change
PPAP-2025-0444,SUP008,Electric seat actuator,Level 5,2025-09-29,2025-11-28,60,Interim Approved,New launch
PPAP-2025-0445,SUP010,Fan shroud,Level 3,2025-09-29,2025-11-01,33,Rejected,Engineering change
PPAP-2025-0446,SUP004,ECU housing,Level 5,2025-10-02,2025-11-25,54,Approved,New launch
PPAP-2025-0447,SUP005,Control lever,Level 1,2025-10-03,2025-11-18,46,Approved,Engineering change
PPAP-2025-0448,SUP014,Cooling pump,Level 3,2025-10-06,2025-10-18,12,Approved,Re-qualification
PPAP-2025-0449,SUP010,Control lever,Level 3,2025-10-10,2025-11-10,31,Approved,Tooling transfer
PPAP-2025-0450,SUP008,Electric seat actuator,Level 5,2025-10-11,2025-11-26,46,Rejected,Engineering change
PPAP-2025-0451,SUP013,ECU housing,Level 1,2025-10-11,2025-10-25,14,Interim Approved,New launch
PPAP-2025-0452,SUP007,ECU housing,Level 3,2025-10-11,2025-10-20,9,Approved,Re-qualification
PPAP-2025-0453,SUP014,Control lever,Level 3,2025-10-11,2025-10-16,5,Interim Approved,Engineering change
PPAP-2025-0454,SUP005,Window lift actuator,Level 5,2025-10-13,2025-11-24,42,Rejected,Re-qualification
PPAP-2025-0455,SUP014,Connector bracket,Level 3,2025-10-13,2025-11-04,22,Rejected,Engineering change
PPAP-2025-0456,SUP011,Fan shroud,Level 3,2025-10-13,2025-10-19,6,Approved,New launch
PPAP-2025-0457,SUP009,Engine fan,Level 3,2025-10-18,2025-11-25,38,Interim Approved,Engineering change
PPAP-2025-0458,SUP004,Engine fan,Level 1,2025-10-19,2025-12-06,48,Rejected,Engineering change
PPAP-2025-0459,SUP013,Wiper arm,Level 3,2025-10-20,2025-11-01,12,Interim Approved,Re-qualification
PPAP-2025-0460,SUP006,Wiper arm,Level 3,2025-10-20,2025-11-24,35,Interim Approved,Tooling transfer
PPAP-2025-0461,SUP003,Engine fan,Level 3,2025-10-22,2025-11-05,14,Interim Approved,Tooling transfer
PPAP-2025-0462,SUP004,Cooling pump,Level 3,2025-10-22,2025-11-04,13,Approved,Re-qualification
PPAP-2025-0463,SUP011,Cooling pump,Level 3,2025-10-26,2025-11-11,16,Approved,Re-qualification
PPAP-2025-0464,SUP006,Control lever,Level 3,2025-10-30,2025-12-10,41,Interim Approved,Engineering change
PPAP-2025-0465,SUP009,Engine fan,Level 3,2025-10-31,2025-12-01,31,Approved,Engineering change
PPAP-2025-0466,SUP002,Engine fan,Level 3,2025-11-05,2025-11-24,19,Interim Approved,Re-qualification
PPAP-2025-0467,SUP009,Control lever,Level 3,2025-11-05,2025-12-13,38,Interim Approved,Engineering change
PPAP-2025-0468,SUP006,Fuel pump module,Level 3,2025-11-05,2025-11-28,23,Approved,Tooling transfer
PPAP-2025-0469,SUP006,Cooling pump,Level 5,2025-11-06,2025-12-08,32,Rejected,New launch
PPAP-2025-0470,SUP013,Control lever,Level 5,2025-11-06,2025-11-16,10,Approved,Engineering change
PPAP-2025-0471,SUP011,Fan shroud,Level 3,2025-11-08,2025-11-23,15,Interim Approved,Engineering change
PPAP-2025-0472,SUP008,Control lever,Level 3,2025-11-08,2026-01-06,59,Approved,Tooling transfer
PPAP-2025-0473,SUP002,Fuel pump module,Level 3,2025-11-10,2025-11-20,10,Rejected,Engineering change
PPAP-2025-0474,SUP008,Connector bracket,Level 3,2025-11-11,2025-12-23,42,Interim Approved,Re-qualification
PPAP-2025-0475,SUP004,Cooling pump,Level 3,2025-11-11,2025-12-07,26,Approved,Re-qualification
PPAP-2025-0476,SUP005,Window lift actuator,Level 1,2025-11-16,2025-12-10,24,Rejected,New launch
PPAP-2025-0477,SUP003,Fan shroud,Level 3,2025-11-17,2025-12-04,17,Approved,New launch
PPAP-2025-0478,SUP001,Fan shroud,Level 1,2025-11-18,2025-12-12,24,Approved,Re-qualification
PPAP-2025-0479,SUP009,Window lift actuator,Level 3,2025-11-18,2025-12-21,33,Approved,New launch
PPAP-2025-0480,SUP012,Window lift actuator,Level 3,2025-11-19,2025-11-29,10,Approved,Engineering change
PPAP-2025-0481,SUP008,Control lever,Level 3,2025-11-19,2025-12-14,25,Rejected,Re-qualification
PPAP-2025-0482,SUP008,ECU housing,Level 3,2025-11-21,2026-01-04,44,Approved,Tooling transfer
PPAP-2025-0483,SUP010,Window lift actuator,Level 5,2025-11-22,2025-12-13,21,Approved,Engineering change
PPAP-2025-0484,SUP002,ECU housing,Level 1,2025-11-22,2025-12-21,29,Rejected,Re-qualification
PPAP-2025-0485,SUP004,Control lever,Level 3,2025-11-23,2026-01-04,42,Interim Approved,Engineering change
PPAP-2025-0486,SUP009,Fan shroud,Level 1,2025-11-25,2026-01-01,37,Approved,New launch
PPAP-2025-0487,SUP002,ECU housing,Level 3,2025-11-25,2026-01-01,37,Approved,Engineering change
PPAP-2025-0488,SUP011,Fan shroud,Level 3,2025-11-26,2025-12-07,11,Approved,New launch
PPAP-2025-0489,SUP007,Wiper arm,Level 3,2025-11-30,2025-12-11,11,Interim Approved,Engineering change
PPAP-2025-0490,SUP013,Cooling pump,Level 5,2025-11-30,2025-12-07,7,Interim Approved,Engineering change
PPAP-2025-0491,SUP010,Electric seat actuator,Level 3,2025-11-30,2026-01-08,39,Approved,New launch
PPAP-2025-0492,SUP009,Wiper arm,Level 1,2025-12-02,2026-01-19,48,Approved,Re-qualification
PPAP-2025-0493,SUP004,ECU housing,Level 3,2025-12-02,2026-01-09,38,Approved,New launch
PPAP-2025-0494,SUP012,Fan shroud,Level 3,2025-12-03,2025-12-17,14,Rejected,Engineering change
PPAP-2025-0495,SUP010,Electric seat actuator,Level 3,2025-12-03,2025-12-28,25,Rejected,Engineering change
PPAP-2025-0496,SUP004,Fuel pump module,Level 3,2025-12-07,2026-01-02,26,Interim Approved,Engineering change
PPAP-2025-0497,SUP009,Engine fan,Level 3,2025-12-08,2026-01-24,47,Interim Approved,Engineering change
PPAP-2025-0498,SUP008,Fuel pump module,Level 3,2025-12-09,2026-02-18,71,Approved,Engineering change
PPAP-2025-0499,SUP009,Engine fan,Level 3,2025-12-10,2026-02-01,53,Approved,New launch
PPAP-2025-0500,SUP009,Electric seat actuator,Level 3,2025-12-10,2026-01-16,37,Approved,Engineering change
PPAP-2025-0501,SUP005,Control lever,Level 5,2025-12-10,2026-01-21,42,Interim Approved,Engineering change
PPAP-2025-0502,SUP015,Engine fan,Level 3,2025-12-10,2026-01-15,36,Approved,New launch
PPAP-2025-0503,SUP008,Window lift actuator,Level 3,2025-12-10,2026-01-14,35,Approved,Engineering change
PPAP-2025-0504,SUP005,Connector bracket,Level 3,2025-12-13,2026-01-11,29,Interim Approved,New launch
PPAP-2025-0505,SUP007,Fuel pump module,Level 3,2025-12-13,2025-12-29,16,Approved,Engineering change
PPAP-2025-0506,SUP005,Fan shroud,Level 1,2025-12-14,2026-01-11,28,Approved,Engineering change
PPAP-2025-0507,SUP005,Cooling pump,Level 1,2025-12-18,2026-01-23,36,Approved,Tooling transfer
PPAP-2025-0508,SUP006,Window lift actuator,Level 5,2025-12-21,2026-01-22,32,Approved,Engineering change
PPAP-2025-0509,SUP010,ECU housing,Level 5,2025-12-25,2026-02-21,58,Approved,New launch
PPAP-2025-0510,SUP014,ECU housing,Level 5,2025-12-28,2026-01-13,16,Approved,New launch
PPAP-2025-0511,SUP007,Connector bracket,Level 5,2025-12-29,2026-01-18,20,Approved,New launch
